id,name,date_release,book_rating,book_genres,description,author,photo,ebup
391,Роковое завещание,2024 год.,4.62,"Современные детективы

","Спустя двадцать лет после смерти деда Александра Гордеева бывшая жена старика подала иск, претендуя на его дом: якобы он был отписан ей по завещанию. Адвокат Гордеева Евгения Волина отправляется поговорить с истицей и обнаруживает ту убитой! А рядом с телом лежит золотая монета – талисман, с которым не расстается Александр. Выходит, ее клиент – убийца? И, к несчастью, невероятно привлекательный мужчина, который очень нравится Евгении…",Людмила Мартова,https://flibusta.su/b/img/big/211755.jpg,https://flibusta.su/book/211755-rokovoe-zaveschanie/d/?f=epub
392,Трудовые будни барышни-попаданки 2,2023 год.,4.88,"Историческое фэнтези, Попаданцы

","У кого-то после попадания сказка, принцы, драконы и приключения. А у меня одни сплошные трудовые будни, ну что ты скажешь! 19 век, самое начало. Хозяйство, прогрессорство, крестьянский быт, хорошо хоть, не в крепостную попала.",Джейд Дэвлин,https://flibusta.su/b/img/big/182256.jpg,https://flibusta.su/book/182256-trudovyie-budni-baryishni-popadanki-2/d/?f=epub
393,Сбежать от шейха,2023 год.,4.72,"Остросюжетные романы, Эротические романы

","Кто-то зажимает мне рот, приставляет к горлу нож. Скользит лезвием по шее, и я узнаю его. Мужчину, который меня удерживает. Его запах, прикосновения, холод лезвия в его руках… Да, это Он. Пришёл за тем, что принадлежит ему.",Анастасия Шерр,https://flibusta.su/b/img/big/167760.jpg,https://flibusta.su/book/167760-sbezhat-ot-sheyha/d/?f=epub
394,Ревизор: возвращение в СССР 4,2023 год.,4.81,"Попаданцы

","Приключения московского аудитора, попавшего из нашего времени в 1971 год, продолжаются. Будучи школьником Павлом Ивлевым, наш герой проявляет себя в самых разных сферах, достигая успеха и изумляя родных и друзей. И это только начало, ведь знания и опыт из прежней жизни дают огромное преимущество, позволяя «подстелить соломки» не только себе, но и дорогим сердцу людям. И таких людей становится все больше, и впереди у героя целая жизнь!",Артем Шумилин,https://flibusta.su/b/img/big/170770.jpg,https://flibusta.su/book/170770-revizor-vozvraschenie-v-sssr-4/d/?f=epub
395,Украденный ключ,2023 год.,4.89,"Мистика, Современные детективы

","Несмотря на все трагические события, сопровождавшие подготовку к открытию, гостиница на Медвежьем озере принимает первых гостей. Юля твердо намерена в скором времени наладить работу и заполнить все номера, а Влад больше увлечен поиском объяснений своему внезапному прозрению. Обоим приходится вновь начать собственное расследование, когда в гостинице одна за другой пропадают две девочки, и подозрения полиции опять падают на Юлю. С возвращением зрения Влад утратил способность рисовать подсказки, но обрел другую.",Лена Обухова,https://flibusta.su/b/img/big/179771.jpg,https://flibusta.su/book/179771-ukradennyiy-klyuch/d/?f=epub
396,Антидемон. Книга 14,2024 год.,4.66,"Боевое фэнтези, Книги про волшебников, Попаданцы

","Эйсон счел свадебное путешествие с Джоан прекрасным поводом попутно решить несколько важных дел. Помочь отомстить Илору, наказать грандмага Белекоса за излишнее увлечение некромантией. Самое важное, что жена совсем не против. Ну а затем его ждёт Храм хозяина судьбы… Из которого не возвращается каждый второй.",Серж Винтеркей,https://flibusta.su/b/img/big/209968.jpg,https://flibusta.su/book/209968-antidemon-kniga-14/d/?f=epub
397,Разыскиваем няню. Срочно!,2024 год.,4.92,"Любовное фэнтези, Попаданцы, Юмористическое фэнтези

","Элиас Майнфорд, дракон, маг и просто шикарный мужчина, разыскивает няню. Нужна милая, добрая и разумная девушка, которая с любовью отнесется к его семилетней доченьке. Я, Юлиана, определенно подхожу! Зарплата прекрасна, условия заманчивы. Вот только все не так уж легко: у малышки-ангелочка отнюдь не ангельский характер, а ее отец имеет все шансы разбить мне сердце.",Лира Алая,https://flibusta.su/b/img/big/212223.jpg,https://flibusta.su/book/212223-razyiskivaem-nyanyu-srochno/d/?f=epub
398,Улей. Книга 2,2023 год.,4.88,"Остросюжетные романы, Триллеры, Эротические романы

","Гостей «Улья» крайне редко интересует секс в чистом виде, единицы хотят чего-то обыденного или слегка незаконного. Всё банальное доступно им в обычной жизни. Купить человека любого пола давно не проблема.",Алекс Д,https://flibusta.su/b/img/big/154463.jpg,https://flibusta.su/book/154463-uley-kniga-2/d/?f=epub
399,Ревизор: возвращение в СССР 3,2023 год.,4.75,"Попаданцы

","Продолжение приключений московского аудитора, попавшего из нашего времени в 1971 год. Освоившись как Павел Ивлев, школьник, он развивает бурную деятельность. Нужно помочь семье и друзьям, задуматься о своей карьере в СССР, подготовиться к службе в армии. Найти злодея, убившего его собаку, и, конечно – попытаться найти суперприз – спрятанные где-то вороватым завбазой двести тысяч советских рублей.",Артем Шумилин,https://flibusta.su/b/img/big/167771.jpg,https://flibusta.su/book/167771-revizor-vozvraschenie-v-sssr-3/d/?f=epub
400,Контуженный: Семя Каина,2024 год.,4.79,"Боевая фантастика, Космическая фантастика, Попаданцы

","Император Конрад мертв, и империя застыла в тревожном ожидании. Молодому наследнику предстоит взвалить на себя бремя власти и взойти на престол. Клубок интриг закручен настолько туго, что непонятно, откуда ждать следующего подлого удара, слишком много неизвестных в этом уравнении. Но нет худа без добра, и экипаж ""Калигулы"" решает вернуться на территорию империи, поверив слову принца Фариала. Правда, для этого придётся изрядно потрудиться, но индульгенция стоит потраченных сил. Хватит ли их Джону сотоварищи или придется сложить голову за чужие интересы? Время покажет. ",Алекс Гор,https://flibusta.su/b/img/big/192457.jpg,https://flibusta.su/book/192457-kontuzhennyiy-semya-kaina/d/?f=epub
401,Императорский отбор. Чужая невеста,2023 год.,4.79,"Любовное фэнтези, Остросюжетные романы

","Находясь в отчаянном положении, Диана внезапно получает приглашение на императорский отбор. Нет, иллюзиями она себя не тешит и ни на трон, ни на сердце наследника не претендует.Невеста-перестарок, без приданого, хромая…Но есть шанс дойти до финала и удостоиться чести стать фрейлиной её высочества. У фрейлин больше прав и привилегий. И тогда никто не посмеет насильно выдать Диану замуж, но… всё идёт под откос, когда в идеальный план вмешиваются чувства...",Кристина Корр,https://flibusta.su/b/img/big/182247.jpg,https://flibusta.su/book/182247-imperatorskiy-otbor-chuzhaya-nevesta/d/?f=epub
402,Магическая практика. Пройти и (не) влюбиться,2024 год.,4.91,"Любовное фэнтези, Магические академии, Юмористическое фэнтези

",Этот гад долго не давал мне жить спокойно - и наконец сорвал юбку при всем честном народе!А теперь нас поставили напарниками на практику. Не пройдем — вылетим из академии. Как бы нам не убить друг друга?,Анна Сергеевна Платунова,https://flibusta.su/b/img/big/212295.jpg,https://flibusta.su/book/212295-magicheskaya-praktika-proyti-i-ne-vlyubitsya/d/?f=epub
403,Ревизор: возвращение в СССР 5,2023 год.,4.76,"Попаданцы

","Приключения московского аудитора, попавшего из нашего времени в 1971 год, продолжаются. Павел Ивлев готовится к взрослой жизни, завоевывает себе авторитет, окружает близкими друзьями, которым искренне стремится помочь. Кроме того, необходимо распутать схему с хищениями на механическом заводе, отомстив за сотрудника ОБХСС, и разобраться с угрозами от криминального трио, возглавляемого братьями Зауровыми.",Артем Шумилин,https://flibusta.su/b/img/big/174557.jpg,https://flibusta.su/book/174557-revizor-vozvraschenie-v-sssr-5/d/?f=epub
404,Сюрприз для жениха,2023 год.,4.78,"Совр. романы, Эротические романы

","- Ну и что мне с тобой делать? - грозно рычит он.- Уволить? - робко предлагаю я.- Ну нет. Так легко ты не отделаешься.Я замираю в ужасе.- Я на тебе женюсь, - выдает Роман Демьянов.Человек, которого я вижу второй раз в жизни. Директор крупной международной компании. Странный, опасный тип. Которого я только что подставила…Легкая история для приятного отдыха:) Острожно! Местами очень горячо! ))",Лина Филимонова,https://flibusta.su/b/img/big/180126.jpg,https://flibusta.su/book/180126-syurpriz-dlya-zheniha/d/?f=epub
405,Сын Петра. Том 5. Ветер перемен,2024 год.,4.67,"Историческая фантастика, Попаданцы, Социальная фантастика

","Отбившись от первой волны врагов и чудом устояв на ногах, Россия оказалась в сложной ситуации. Прыгнув выше головы, держава чуть не свернула себе шею. Все в ней стало расползаться по швам, ибо кое-как было сшито и скроено. Да и враги, сделав правильные выводы, плотно занялись подготовкой к новому «раунду переговоров», переучивая и перевооружая свои армии.",Михаил Ланцов,https://flibusta.su/b/img/big/353735.jpg,https://flibusta.su/book/353735-syn-petra-tom-5-veter-peremen/d/?f=epub
406,Антимаг. Пробуждение,2023 год.,4.85,"Попаданцы, Боевое фэнтези, Русское фэнтези

","Желая спасти одержимого демоном друга, герой пробуждает к жизни спящую тысячи лет Древнюю. Чем обернётся его поступок? Обретением мощи ушедшей цивилизации, или шансом повторить их незавидную судьбу?",Александр и Евгения Гедеон,https://flibusta.su/b/img/big/210444.jpg,https://flibusta.su/book/210444-antimag-probuzhdenie/d/?f=epub
407,"Наедине с драконом. Поцелуй, или проиграешь",2024 год.,4.67,"Любовное фэнтези, Фэнтези про драконов, Юмористическое фэнтези

","Оставаясь наедине с драконом, я и подумать не могла, что он потребует поцелуя. Вернее, как «потребует»? Поцелуй — обязательный элемент игры.",Анна Гаврилова,https://flibusta.su/b/img/big/353750.jpg,https://flibusta.su/book/353750-naedine-s-drakonom-poceluj-ili-proigraes/d/?f=epub
408,Грани власти,2023 год.,4.93,"Боевое фэнтези, Попаданцы

","Макс Ренар, вернувшись в столицу Вестонии Эрувиль, оказывается втянутым в опасную игру придворных интриг.",Алексей Осадчук,https://flibusta.su/b/img/big/184822.jpg,https://flibusta.su/book/184822-grani-vlasti/d/?f=epub
409,Под слезами Бостона. Часть 1,2023 год.,4.9,"Остросюжетные романы, Совр. романы, Эротические романы

","За свои двадцать два года Серена Аленкастри успела разочароваться в людях и потерять веру в любовь. С детства ее преследовали только боль, жестокость и предательство. И монстр, от которого ей удалось однажды сбежать. Серена: «Я нашла укрытие, но даже не подозревала, что это логово самого дьявола».Десять лет назад Эзра Нот похоронил прошлое вместе со своим сердцем. Теперь он не чувствует боли. Теперь он самый настоящий дьявол в человеческом обличье. Жестокий, бездушный и холодный. Его мир покрыт тайнами, там нет места любви. Эзра не рад незнакомкам в его жизни. А самой смелой и дерзкой он покажет, что такое ад.Эзра: «Она хуже всех, кого я когда-либо встречал. Она наглая мелкая лгунья. Так и напрашивается на хорошую порку. И я тот, кто преподаст ей урок».",Таша Мисник,https://flibusta.su/b/img/big/140960.jpg,https://flibusta.su/book/140960-pod-slezami-bostona-chast-1/d/?f=epub
410,Антидемон. Книга 10,2023 год.,4.85,"Боевое фэнтези, Книги про волшебников, Попаданцы

","Сокланы Эйсона попадают в плен, и он не готов это так оставить. Он не знает, сколько сил придется потратить, чтобы их освободить, но не остановится, пока не добьется своего. Тем временем события на фронте с Сисерией приобретают новый размах после того, как король проводит реформу в армии, выгодную для Эйсона. Все, что от него требуется – показать, на что он способен при таком раскладе.",Серж Винтеркей,https://flibusta.su/b/img/big/189418.jpg,https://flibusta.su/book/189418-antidemon-kniga-10/d/?f=epub
411,Во главе конца,2024 год.,5.0,"Young adult, Героическое фэнтези, Любовное фэнтези

","Пока ради спасения любимого Кассии предстоит разгадать секреты Переправы и отыскать закрытые для всех земли Фантаса, Микеля ожидают ужасающие последствия провального плана, о котором он и не догадывался.",Лия Арден,https://flibusta.su/b/img/big/213981.jpg,https://flibusta.su/book/213981-vo-glave-kontsa/d/?f=epub
412,Ветер и крылья. Новые дороги,2023 год.,5.0,"Историческое фэнтези, Любовное фэнтези

","Всякое начало имеет свое завершение. Вот и трех героев снова сводит судьба. Кто из них будет счастлив? Кто примет решение, кто будет его выполнять?",Галина Гончарова,https://flibusta.su/b/img/big/182384.jpg,https://flibusta.su/book/182384-veter-i-kryilya-novyie-dorogi/d/?f=epub
413,Целитель. Книга четвёртая,2024 год.,4.76,"Боевое фэнтези, Книги о приключениях, Попаданцы

","Хирург на пенсии попадает в магическое средневековье. Люди в этом мире страдают от набегов других разумных существ. Но главная опасность угрожает людям и не только им, с востока, откуда приходят твари из ""Дикого леса"" и захватывают всё новые и новые территории. Сможет ли наш современник изменить ситуацию?",Андрей Первухин,https://flibusta.su/b/img/big/199066.jpg,https://flibusta.su/book/199066-tselitel-kniga-chetvyortaya/d/?f=epub
414,Мой Сводный Лёд,2023 год.,5.0,"Фантастические романы, Любовное фэнтези, Юмористич. фантастика

",Снежный бал – главное событие в академии!,Наталья Мамлеева,https://flibusta.su/b/img/big/189359.jpg,https://flibusta.su/book/189359-moy-svodnyiy-lyod/d/?f=epub
415,Шелест. Консорт,2024 год.,5.0,"Боевая фантастика, Боевики, Попаданцы

","Хорошая жена, хороший дом…",Константин Калбазов,https://flibusta.su/b/img/big/209353.jpg,https://flibusta.su/book/209353-shelest-konsort/d/?f=epub
416,Новые райские кущи,2024 год.,4.52,"Совр. романы, Остросюжетные романы

","Искрометный микс элементов французского детектива, любви и семейных разборок в стиле дачного кооператива, умноженный на утонченный юмор и легкую иронию. Немного истории и редкого в наше время аристократизма от одного из известнейших авторов сентиментальной литературы.",Татьяна Алюшина,https://flibusta.su/b/img/big/210225.jpg,https://flibusta.su/book/210225-novyie-rayskie-kuschi/d/?f=epub
417,Дисгардиум 13. Последняя битва,2024 год.,4.82,"Боевое фэнтези, Героическое фэнтези

","Мир на грани катастрофы. Бездна готова поглотить реальность, а Дисгардиум охвачен хаосом. Древние силы пробуждаются, грозя нарушить равновесие между мирами.",Данияр Сугралинов,https://flibusta.su/b/img/big/353736.jpg,https://flibusta.su/book/353736-disgardium-13-poslednaa-bitva/d/?f=epub
418,По праву Дракона,2023 год.,4.55,"Любовное фэнтези

","Работа библиотекарем в Академии драконов – очень опасное предприятие, особенно если ты молода и хороша собой. Драконы весьма привлекательны, большие собственники, а главное – они чертовски ветрены. Дракону невозможно сказать «нет», даже если это закончится разбитым сердцем и сломанной жизнью. ",Матильда Старр,https://flibusta.su/b/img/big/189570.jpg,https://flibusta.su/book/189570-po-pravu-drakona/d/?f=epub
419,Этюды Черни,2023 год.,4.84,"Научная фантастика, Социальная фантастика

","Добро пожаловать в дивный чудесный мир, где рядом с биологическими людьми уже сегодня трудятся, думают, даже сопереживают Искусственные Существа, наделенные Искусственным Интеллектом.",Ольга Ускова,https://flibusta.su/b/img/big/174082.jpg,https://flibusta.su/book/174082-etyudyi-cherni/d/?f=epub
420,Курсант. Назад в СССР 6,2023 год.,4.93,"Детективная фантастика, Историческая фантастика, Попаданцы

",Попаданец Андрей Петров в начале 80-х в СССР!,Рафаэль Дамиров,https://flibusta.su/b/img/big/184838.jpg,https://flibusta.su/book/184838-kursant-nazad-v-sssr-6/d/?f=epub
421,Трудовые будни барышни-попаданки 3,2023 год.,4.74,"Историческое фэнтези, Попаданцы

","Том третий. У кого-то после попадания сказка, принцы, драконы и приключения. А у меня одни сплошные трудовые будни, ну что ты скажешь! 19 век, самое начало. Хозяйство, прогрессорство, крестьянский быт, хорошо хоть, не в крепостную попала.",Джейд Дэвлин,https://flibusta.su/b/img/big/182381.jpg,https://flibusta.su/book/182381-trudovyie-budni-baryishni-popadanki-3/d/?f=epub
422,Пучина скорби,2023 год.,4.82,"Триллеры, Ужасы

","Популярный писатель Вадим Каменев лишился счастливой семьи и успешной карьеры, когда его пятилетняя дочь бесследно исчезла. Найти Ирочку не смогли, и спустя год никто не верит, что девочка жива. Лишь несчастный отец надеется отыскать ее, но надежда эта тает с каждым днем.",Альбина Нури,https://flibusta.su/b/img/big/182382.jpg,https://flibusta.su/book/182382-puchina-skorbi/d/?f=epub
423,"Ведьма для принца-дракона, или Ошибка на боевом факультете",2024 год.,4.89,"Любовное фэнтези, Магические академии, Фэнтези про драконов

","Я должна дракону поцелуй!Наглому, горячему и не принимающему отказов.Он уверен, что своё получит, но это только полбеды.Мама заставляет выйти замуж, ведь это должно усмирить мою магию, которая окончательно выходит из-под контроля. Как же...Что мне остаётся? Конечно, сбежать в академию!Но что, если по совершенно нелепой ошибке меня заносит на мужской боевой факультет, да ещё и в пару к тому самому наглецу?*Про сына героев ""Ведьмы для огненного дракона, или Ошибка призыва"".*Можно читать отдельно*Загадки, иллюзии и юмор в качестве приправы*Обязательный ХЭ",Адриана Дари,https://flibusta.su/b/img/big/208063.jpg,https://flibusta.su/book/208063-vedma-dlya-printsa-drakona-ili-oshibka-na-boevom-fakultete/d/?f=epub
424,Лесной гамбит,2023 год.,4.64,"Боевая фантастика, Историческая фантастика, Попаданцы

","Волею случая я здесь – в своей стране, но в прошлом. 1870 год… Казалось бы, это время романтиков и благородных героев, но на деле – это время жестокой и кровавой войны, войны с беспощадным и хитрым врагом.",Ерофей Трофимов,https://flibusta.su/b/img/big/167764.jpg,https://flibusta.su/book/167764-lesnoy-gambit/d/?f=epub
425,"Бывшие. Ты выбрал не нас, босс",2024 год.,4.64,"Совр. романы

","— Если бывший начальник разрешал вам приводить на рабочее место детей, это не значит, что я позволю то же самое, — как гром среди ясного неба звучат слова Андрея. — Чья это дочь?Он тычет пальцем в собственного ребенка, от которого отказался шесть лет назад. Выбрал не семью, а карьеру.— Моя дочь, — гордо вздернув подбородок, смотрю на бывшего в упор. — И да, бывший начальник был понятливым человеком, чего не скажу о вас, Андрей Витальевич.Он на секунду замирает. Переводит взгляд на мою Сашку, потом обратно на меня. Склоняет голову набок и одними губами спрашивает:— От кого?Беру свою девочку в охапку и хочу уже уйти, как она оборачивается к Андрею:— Ты же мой папа?",Валерия Даль,https://flibusta.su/b/img/big/216526.jpg,https://flibusta.su/book/216526-byivshie-tyi-vyibral-ne-nas-boss/d/?f=epub
426,(Не)единственная,2023 год.,4.83,"Фантастические романы, Любовное фэнтези, Фэнтези про драконов

","Однажды в мою дверь постучала женщина, похожая на меня как две капли воды. И предложила то, от чего я не смогла отказаться. Мы заключили с ней договор. Теперь я должна выносить и родить ребенка для ее мужа-дракона, а взамен она исполнит мою мечту.Но подписывая этот контракт, я не догадывалась, что меня ждет. Не ожидала, что во мне проснется запретная магия, и что я влюблюсь в чужого мужчину!",Алина Углицкая,https://flibusta.su/b/img/big/182260.jpg,https://flibusta.su/book/182260-needinstvennaya/d/?f=epub
427,Герцог для Сиротки,2023 год.,4.71,"Любовное фэнтези, Магические академии, Юмористическое фэнтези

","Несколько месяцев назад моя жизнь изменилась. Еще недавно я готовилась получать диплом ПТУ магической уборки, а теперь учусь в Академии стихий.",Александра Черчень,https://flibusta.su/b/img/big/144994.jpg,https://flibusta.su/book/144994-gertsog-dlya-sirotki/d/?f=epub
428,Райский плод,2024 год.,4.23,"Современные детективы

","Поздняя беременность – это не только долгожданное счастье, но и огромный риск. А вокруг так много мошенников, которые наживаются на отчаявшихся женщинах, да и рынок подпольного суррогатного материнства процветает…",Татьяна Устинова,https://flibusta.su/b/img/big/212842.jpg,https://flibusta.su/book/212842-rayskiy-plod/d/?f=epub
429,Антимаг. Изгнанник,2023 год.,4.79,"Боевое фэнтези, Попаданцы, Русское фэнтези

",Что можно отдать ради шанса снова встретить погибших некогда друзей?,Александр и Евгения Гедеон,https://flibusta.su/b/img/big/174091.jpg,https://flibusta.su/book/174091-antimag-izgnannik/d/?f=epub
430,Тайный архив Корсакова. Оккультный детектив,2024 год.,4.86,"Исторические детективы, Мистика, Триллеры

",Петербург конца XIX века.,Игорь Евдокимов,https://flibusta.su/b/img/big/213603.jpg,https://flibusta.su/book/213603-taynyiy-arhiv-korsakova-okkultnyiy-detektiv/d/?f=epub
431,Старатель,2023 год.,5.0,"Боевая фантастика, Боевики, Космическая фантастика

","Если у тебя нет денег, то прозябать тебе на своей планете до конца твоих собственных дней. Ну или же можешь попытать удачу – отправиться на войну с чужими. Быть может тебе повезет и ты вернешься назад. Может быть даже целым.Или же отправляйся в колонисты. Если не сгинешь в первые месяцы – станешь уважаемым человеком в новом, развивающемся мире.Ну а если у тебя все же есть немного деньжат – найди старое корыто, по ошибке называемое космическим кораблем, и вперед за приключениями.Добро пожаловать в старатели!",Влад Лей,https://flibusta.su/b/img/big/161399.jpg,https://flibusta.su/book/161399-staratel/d/?f=epub
432,Грешный ангел,2024 год.,4.95,"Совр. романы, Эротические романы

","Столкнувшись с изменой любимого человека, Аврора улетает в отпуск к океану, где знакомится с Симоном. Она с головой окунается в курортный роман с незнакомцем и не замечает, как вновь влюбляется и теряет контроль над сердцем.Вернувшись обратно в город, она решает дать второй шанс отношениям с женихом. Ведь уверена, что больше никогда не встретится с Симоном. Но однажды их пути вновь пересекаются.",Брук Лин,https://flibusta.su/b/img/big/189583.jpg,https://flibusta.su/book/189583-greshnyiy-angel/d/?f=epub
433,Охота на некромантку. Жена с того света,2023 год.,4.68,"Любовное фэнтези, Попаданцы, Юмористическое фэнтези

","Ради наследства пэр Эдгар готов нарушить закон и жениться… да хоть на покойнице! Но что-то пошло не так – жена ожила и настаивает на исполнении супружеского долга. Ведь только так она вернет себе красоту и здоровье.Ради выживания в другом мире, где я получила изрядно потрепанное тело, магию некромантии и сомнительного мужа, я готова на все. Пусть супруг и не мечтает стать вдовцом, я еще всех переживу. Так что, дорогой муженек, веди себя хорошо, а не то я и тещу воскрешу!",Ольга Герр,https://flibusta.su/b/img/big/154457.jpg,https://flibusta.su/book/154457-ohota-na-nekromantku-zhena-s-togo-sveta/d/?f=epub
434,Аспект белее смерти,2024 год.,4.82,"Young adult, Героическое фэнтези, Городское фэнтези

","Я был… Да, пожалуй, что и никем. Уличным оборванцем, одним из босяков Гнилого дома. По меркам добропорядочных обывателей – той же самой крысой, а для чинуш, купцов или тем паче тайнознатцев и вовсе пустым местом.",Павел Корнев,https://flibusta.su/b/img/big/212218.jpg,https://flibusta.su/book/212218-aspekt-belee-smerti/d/?f=epub
435,Три года в аду. Как Светлана Богачева украла мою жизнь,2023 год.,4.87,"Русское совр., Биографии и мемуары

","Интернет-хит! «Русский Билли Миллиган» Светлана Богачева годами обманывала своих жертв, погружая их в мир придуманных персонажей.",Таня Щукина,https://flibusta.su/b/img/big/209151.jpg,https://flibusta.su/book/209151-tri-goda-v-adu-kak-svetlana-bogacheva-ukrala-moyu-zhizn/d/?f=epub
436,Время выбора,2022 год.,4.84,"Городское фэнтези, Книги про волшебников

","О чем может мечтать ведьмак, жизнь которого более всего похожа на калейдоскоп, в котором постоянно меняется картинка, всякий раз складываясь во все более и более сложный узор? Конечно, об отдыхе в каком-нибудь тихом месте, где его никто хоть пару дней беспокоить не будет. Увы, но Александру Смолину на подобное рассчитывать не приходится, слишком уж много судеб самых разных людей и нелюдей сплелись в одну с его собственной. И если сейчас на все махнуть рукой, решив, что проблемы как-то после исчезнут сами собой, то слишком велика вероятность того, что Судьбе это совершенно не понравится.",Андрей Васильев,https://flibusta.su/b/img/big/128088.jpg,https://flibusta.su/book/128088-vremya-vyibora/d/?f=epub
437,Шатун,2023 год.,4.48,"Боевая фантастика, Историческая фантастика, Попаданцы

","Спецназ учат многому, но никому и в голову не придёт учить бойца, как вести себя в случае, если вдруг оказался в другом мире. А точнее, в прошлом собственной страны. Но если ты офицер и давал родине присягу, то выход только один. Вживаться в новые реалии и снова защищать родину. Так, как привык это делать в прошлой жизни. Но прежде надо просто выжить. Выживать, оставаться собой и вспоминать всё, чему тебя когда-то учили…",Ерофей Трофимов,https://flibusta.su/b/img/big/148333.jpg,https://flibusta.su/book/148333-shatun/d/?f=epub
438,"Академия Последнего Шанса – 3. Если хочешь, останься",2023 год.,5.0,"Книги о приключениях, Магические академии, Юмористическое фэнтези

","Как превратить представителей столичной ""золотой молодёжи"" в опору и надежду королевства? Правильно: отправить их туда, где они или перевоспитаются, или окончательно пропадут, став ужином для местных обитателей. Король даже название придумал сам: Академия Последнего Шанса.Болота, кишащие соскучившимися по гостям монстрами, кладбище, на котором тренируется местное призрачное воинство - вот что окружает замок, где разместилась Академия Последнего Шанса (АПШ). Да и сам замок живёт себе своей жизнью, со своими тайнами и скелетами в шкафах (порой в самом прямом смысле).Сумеют ли Теодор, молодой ректор АПШ, и его друзья победить таинственного врага? Кто на самом деле друг, а кто лишь притворяется им? Как победить старое проклятье? Сможет ли человек выиграть турнир в империи демонов? Ответы на все эти и множество других вопросов ждёт вас в третьей части цикла «Если хочешь, останься».",Александра Шервинская,https://flibusta.su/b/img/big/182364.jpg,https://flibusta.su/book/182364-akademiya-poslednego-shansa3-esli-hochesh-ostansya/d/?f=epub
439,Мажор 2: Обезбашенный спецназ,2023 год.,4.64,"Боевая фантастика, Боевики, Боевое фэнтези

","У меня было всё — деньги, крутые тачки, роскошные женщины… и всего этого я лишился в одно прекрасное мгновение. Не удивляйтесь, ибо то, что отец сбагрил меня в армию, было лучшим, что случалось со мной. И пусть кругом смерть и кровь, я не один, рядом такие же отмороженные на всю голову парни. Мои братишки — Коршуны.Я Мажор и горжусь этим! Это мой позывной. Я спецназовец. Я Коршун.",Вячеслав Соколов,https://flibusta.su/b/img/big/179780.jpg,https://flibusta.su/book/179780-mazhor-2-obezbashennyiy-spetsnaz/d/?f=epub
440,Бывший папа. Любовь не лечится,2024 год.,4.75,"Короткие романы, Совр. романы

","- Доктор Богданов, у нас сложная пациентка. Направлена к нам на реабилитацию после ДТП.- Была за рулем?- Нет, пьяный водитель не справился с управлением и въехал в остановку, где стояла она с ребенком. Малышу нет и полугода. Не пострадал – она успела оттолкнуть коляску и приняла удар на себя. А сейчас требует отпустить ее домой, к сыну.- Настоящая мать... Отпустим, когда сама пойдет. И не таких упрямых на ноги ставили, - останавливаюсь у палаты. - Как зовут?- Надежда Богданова, однофамилица ваша.Невозможно. Только не она! Но…На больничной койке – моя бывшая жена, с которой мы развелись год назад.Вздрагивает. Узнала. И я не забыл.- Сколько месяцев ребенку? – спрашиваю не то, чем должен интересоваться врач.Читаю ответ в ее наполненных слезами глазах.Скажи, милая, за что?*ДОБАВЬТЕ/ОТЛОЖИТЕ КНИГУ СЕБЕ НА САЙТЕ И ЧИТАЙТЕ БЕСПЛАТНЫЕ ГЛАВЫ",Вероника Лесневская,https://flibusta.su/b/img/big/195528.jpg,https://flibusta.su/book/195528-byivshiy-papa-lyubov-ne-lechitsya/d/?f=epub
441,Ревизор: возвращение в СССР 19,2024 год.,4.65,"Историческая фантастика, Попаданцы

","Приключения московского аудитора, попавшего из нашего времени в 1971 год, продолжаются. Два сына кряду – неожиданный, но приятный сюрприз! Но поздравления – поздравлениями, а рабочий ритм только раскручивается. Да и нужно прикладывать усилия, чтобы бороться с несправедливостью… Хорошо, что для этого есть ресурсы.",Артем Шумилин,https://flibusta.su/b/img/big/208018.jpg,https://flibusta.su/book/208018-revizor-vozvraschenie-v-sssr-19/d/?f=epub
