id,name,year,rating,status,genre,episodes,time,studio,description,img
702,Цикл историй 2 сезон,2013,8.77,Закончен,"Комедия, Романтика, Вампиры, Детектив, Приключения, Мистика, Фэнтези",23 эп. из 26,25 мин.,Shaft,"Сериал продолжает историю Койоми Арараги и его встречи с разнообразными сверхъестественными существами и проблемами. В этой части аниме он встречает еще больше персонажей и исследует их личные истории и загадки. Каждая арка аниме фокусируется на определенном персонаже и раскрывает его прошлое, настоящее и внутренние конфликты. Стильный диалог и уникальная визуальная стилизация являются ключевыми чертами этой серии, делая ее популярной среди поклонников.",https://animego-online.org/uploads/posts/2023-08/817892_1691678047.jpg
703,Одному лишь Богу ведомый мир 3 сезон,2013,8.0,Закончен,"Сёнен, Комедия, Романтика, Гарем, Мистика",12 эп. из 12,25 мин.,Manglobe,"В этом сезоне Кеима сталкивается с новыми вызовами, когда он обнаруживает, что девушки в действительности - богини, и они должны быть спасены для предотвращения разрушения мира. Он теперь должен использовать свои умения в сфере виртуальных свиданий, чтобы влюбить в себя богинь и спасти мир. Сюжет этого сезона исследует более сложные темы и создаёт более серьёзную атмосферу по сравнению с предыдущими сезонами. Кеима сталкивается с моральными дилеммами и собственными эмоциями, добавляя новые слои",https://animego-online.org/uploads/posts/2023-08/632810_1691677507.jpg
704,Золотая пора,2013,7.74,Закончен,"Комедия, Романтика, Драма",24 эп. из 24,25 мин.,J.C.Staff,"Сюжет сосредотачивается вокруг Таде Банри, студента, который начинает свою новую жизнь на юридическом факультете университета Токио. Он решает начать с чистого листа, забыв прошлые воспоминания и став новым человеком. Во время вступительной церемонии он случайно сталкивается с невероятно энергичной и жизнерадостной девушкой по имени Каго Мити, и они быстро становятся друзьями. Когда Тада пытается адаптироваться к новой жизни, он встречает старого друга из школы, Юана Коуко, который также учится",https://animego-online.org/uploads/posts/2023-08/807470_1691677262.jpg
705,За гранью,2013,7.73,Закончен,"Школа, Магия, Приключения, Фантастика, Фэнтези, Экшен",12 эп. из 12,25 мин.,Kyoto Animation,"Сюжет аниме фокусируется на мире, где существуют разные виды существ, включая духов и Хранителей — людей, обладающих способностью сражаться с духами. Главная героиня, Курияма Мирай, является последней Хранительницей своего клана и обладает способностью создавать оружие из крови. Однажды Мирай встречает Канбара Акихито, обычного парня, который является полудухом. Он спасает её от самоубийства, и с этого момента их жизни переплетаются. Они начинают исследовать тайны мира духов и сталкиваются с",https://animego-online.org/uploads/posts/2023-08/806499_1691677201.jpg
706,Герой при заклятом враге,2013,7.24,Закончен,"Романтика, Демоны, Магия, Приключения, Фэнтези",12 эп. из 12,25 мин.,Arms,"Сюжет разворачивается в вымышленном мире, где Человеческий Мир и Мир Демонов находятся в состоянии войны. Главный герой, известный как Герой, отправляется на передовую, чтобы сразиться с Демоническим Царём и его армией. Однако, по прибытии, Герой встречает Демоническую Королеву, которая оказывается не такой, каким он себе её представлял. Вместо беспощадной враги, она предлагает ему союз для прекращения войны и улучшения условий жизни обоих миров. Сюжет фокусируется на их усилиях по установлению",https://animego-online.org/uploads/posts/2023-08/730952_1691675882.jpg
707,Гаргантия на зелёной планете,2013,7.46,Закончен,"Меха, Приключения, Фантастика, Экшен",13 эп. из 13,25 мин.,Production I.G,"Сюжет разворачивается в далеком будущем, где Ледяной Континент покрыт льдом и многие люди живут на огромных плавучих городах. Главный герой, Ледо, является пилотом робота-боевика, который сражается в войне против инопланетных существ, называемых Хидроидами. Однако, во время битвы, Ледо и его робот попадают в червоточину и оказываются на планете Земля, которую он никогда не видел и о которой даже не знал. Здесь Ледо встречает людей из плавучего города по имени Гаргантия. Эти люди ведут спокойную",https://animego-online.org/uploads/posts/2023-08/747188_1691674501.jpg
708,Деревенская глубинка 1 сезон,2013,7.94,Закончен,"Комедия, Школа, Повседневность",12 эп. из 12,25 мин.,SILVER LINK.,"Это японский аниме-сериал и манга о повседневной жизни и приключениях группы детей разных возрастов, живущих в сельской местности. Сюжет разворачивается в деревне Асахигаока, где школа объединяет все четыре класса. Главные герои – Рэнге, Хотару, Комари и Натсумэ – учатся в одной школе и проводят свои дни в развлечениях, обучении и исследовании окружающей природы. Сельский пейзаж, невинная детская радость и взаимодействие с жителями деревни создают атмосферу тепла, юмора и ностальгии. Аниме",https://animego-online.org/uploads/posts/2023-08/817308_1691673962.jpg
709,Несокрушимая механическая кукла,2013,7.05,Закончен,"Школа, Фэнтези, Экшен, Этти",12 эп. из 12,24 мин.,Lerche,"Это аниме-сериал и лайт-новелла, который объединяет элементы фэнтези, экшена и романтики. Сюжет происходит в мире, где волшебники сражаются друг с другом, используя механических кукол (Machine-Dolls) в специальных боях. Главный герой Рао Курой, студент Академии Квест, стремится стать сильным волшебником и победить в Гранд Турнире Самодеятельных Волшебников. Он обучается и сражается вместе с своей механической куклой, которая обладает собственной интеллектуальной личностью и сильными",https://animego-online.org/uploads/posts/2023-08/787901_1691673901.jpg
710,Вольный стиль 1 сезон,2013,7.33,Закончен,"Комедия, Школа, Драма, Спорт",12 эп. из 12,24 мин.,"Kyoto Animation, Animation Do","Это первый сезон аниме, который рассказывает о ребятах из старшей школы, которые ранее состояли в плавательном клубе и создавали удивительные команды. Однако после окончания начальной школы они разошлись, и каждый пошел своим путем. Главный герой – Харука Нанасэ, который имеет глубокую страсть к плаванию, но сталкивается с противоречиями и сложностями в области спорта. После встречи со старыми друзьями, он решает возродить плавательный клуб и собрать команду для участия в соревнованиях. Тайтл",https://animego-online.org/uploads/posts/2023-08/775162_1691673602.jpg
711,Убей или умри,2013,8.04,Закончен,"Комедия, Школа, Приключения, Суперсила, Фантастика, Экшен, Этти",24 эп. из 24,25 мин.,Trigger,"Сюжет разворачивается в мире, где Школа Honnouji контролируется жестокой и властной студсоветницей Сацуки Кириюин. В этой школе власть и статус зависят от одежды, носимой студентами, которые предоставляют своим обладателям сверхъестественные способности. Главная героиня, Рюко Матои, ищет убийцу своего отца и орудие, которое привело к его смерти - половину меча, называемого ""Брендисом"". В её руках этот меч становится частью могучей формы жизни, известной как ""Камуи"". В",https://animego-online.org/uploads/posts/2023-08/789249_1691673482.jpg
712,Раз героем мне не стать – самое время работу искать,2013,6.82,Закончен,"Комедия, Романтика, Фэнтези, Этти",12 эп. из 12,25 мин.,asread.,"Сюжет аниме рассказывает о Раулье Чиасе, молодом человеке, который мечтал стать героем, сражаться с демонами и защищать мир. Однако, когда его назначают героем и он успешно побеждает демона, он узнает, что Геройство оказалось неприбыльным делом, и он лишен своих достоинств. В результате Рауль оказывается вынужден работать в магазине под названием ""Леон."" Вместе с коллегами он пытается справиться с обыденными проблемами, связанными с работой и повседневной жизнью. Сюжет сочетает",https://animego-online.org/uploads/posts/2023-08/818588_1691673421.jpg
713,Демоны старшей школы 2 сезон,2013,7.48,Закончен,"Комедия, Романтика, Школа, Гарем, Демоны, Фэнтези, Экшен, Этти",12 эп. из 12,25 мин.,TNK,"События второго сезона продолжают разворачиваться в мире, где ангелы, демоны и другие сверхъестественные существа существуют в параллельных реальностях. Главный герой, Исси Хёдо, все еще является дьяволом и слугой могущественной демоницы Риас Гремори. Во втором сезоне Исси и его друзья, команда Гремори, сталкиваются с новыми вызовами и опасностями. Одним из главных сюжетных арков в этом сезоне является ""Арка Священного Треугольника"". В этой арке внимание уделяется появлению сил Тьмы,",https://animego-online.org/uploads/posts/2023-08/666587_1691673367.jpg
714,Атака титанов OVA-1,2013,7.87,Закончен,"Сёнен, Драма, Фантастика, Фэнтези, Экшен",3 эп. из 3,23 мин.,Wit Studio,"Сюжет сосредотачивается на событиях, происходящих перед началом основной сюжетной линии аниме. Главная героиня, Ильза Лангнер, является членом отряда исследователей в мире, атакованном гигантами. В ходе одной из экспедиций она и ее товарищи обнаруживают таинственные записи, которые оказываются дневником другого исследователя, предыдущего отряда, который был убит гигантом. Дневник открывает мрачную тайну, связанную с происхождением гигантов и прошлыми событиями. Главная героиня погружается в",https://animego-online.org/uploads/posts/2023-08/1169265_1691673301.jpg
715,Лог Горизонт 1 сезон,2013,7.92,Закончен,"Комедия, Приключения, Фэнтези, Экшен",25 эп. из 25,24 мин.,Satelight,"Это аниме, которое уводит зрителей в мир онлайн-ролевой игры Elder Tale. После последнего обновления игроки оказываются запертыми внутри игрового мира, неспособными вернуться в реальный мир. Харизматичный герой, по имени Широе, решает взять на себя роль лидера и объединить игроков, чтобы они могли адаптироваться и выживать в новой реальности. Они формируют сообщество и разрабатывают стратегии для взаимодействия с игровым миром, исследования таинственных аспектов этого мира и решения сложных",https://animego-online.org/uploads/posts/2023-08/1691860242_11.jpg
716,У меня мало друзей 2 сезон,2013,7.29,Закончен,"Комедия, Романтика, Школа, Гарем, Этти",12 эп. из 12,25 мин.,AIC Build,"Аниме продолжает исследование дружбы, межличностных отношений и жизненных вызовов, с которыми сталкиваются герои. Главные персонажи, Кодака и его друзья, сталкиваются с различными комическими и драматическими ситуациями в рамках школьной жизни. Параллельно с этим развиваются их отношения, и многие секреты прошлого и настоящего становятся известными. Аниме предлагает смешение комедии и драмы, а также исследует темы дружбы, одиночества и понимания друг друга.",https://animego-online.org/uploads/posts/2023-08/714215_1691672642.jpg
717,"Как и ожидал, моя школьная романтическая жизнь не удалась 1 сезон",2013,8.01,Закончен,"Комедия, Романтика, Школа, Повседневность",13 эп. из 13,24 мин.,Brain's Base,"Сюжет следует за главным героем, Хикигая Хачиманом, который имеет циничный взгляд на жизнь и отдаёт предпочтение изоляции. Вместе с ним мы также следим за его одноклассницами, Юкино Юкитэру и Яйо Хироюки, когда они объединяются в школьном клубе ""Служба помощи"". Этот клуб был создан с целью помощи ученикам с их проблемами, что ставит героев в различные интересные и неординарные ситуации. Сериал поднимает важные темы, такие как социальные взаимодействия, дружба, самоидентификация и",https://animego-online.org/uploads/posts/2023-08/740696_1691672462.jpg
718,Данганронпа,2013,7.21,Закончен,"Школа, Детектив, Криминал, Психология, Ужасы, Триллер",13 эп. из 13,24 мин.,Lerche,"Сюжет аниме разворачивается в интригующем и таинственном мире, где группа студентов оказывается запертой в школе, превращенной в опасную игру. Основная идея аниме заключается в том, что группа студентов элитной академии попадает в замкнутое пространство под названием ""Школа Отчаяния"". Таинственный медведь по имени Монокума объявляет им, что единственный способ выбраться из этой ситуации - участвовать в смертельной игре. Правила игры таковы: чтобы покинуть школу, студенты должны убить",https://animego-online.org/uploads/posts/2023-08/787055_1691672341.jpg
719,Судьба: Ночь схватки. Клинков бесконечный край 1 сезон,2014,8.19,Закончен,"Магия, Приключения, Мистика, Фэнтези, Экшен",12 эп. из 12,25 мин.,ufotable,"Сюжет разворачивается в вымышленном мире, где маги сражаются за Святой Грааль, который, согласно легенде, исполнит желание своего обладателя. Главный герой, Эмия Широ, становится неожиданным участником войны за Святой Грааль, когда он случайно узнает о своем наследии мага и оказывается призванным на войну. Он объединяется с Рин Тосакой, талантливой магом, чтобы сражаться на одной стороне. Однако, по мере развития сюжета, выясняется, что существует множество участников, включая других магов и",https://animego-online.org/uploads/posts/2023-08/839108_1691670361.jpg
720,Тринити: Семеро магов,2014,7.06,Закончен,"Сёнен, Комедия, Романтика, Школа, Гарем, Магия, Мистика, Фэнтези, Экшен, Этти",12 эп. из 12,25 мин.,Seven Arcs Pictures,"История начинается с того, что главный герой, Арата Касуга, оказывается свидетелем разрушения его родного города неизвестной катастрофой. В этот момент он сталкивается с загадочной девушкой, Лилит Азиза, которая предлагает ему свою помощь. Чтобы восстановить мир и спасти свой город, Арата решает стать магом и вступает в магическую академию Royal Biblia Academy. На академии Арата сталкивается с группой магов, известных как ""Тринити Семь"". Каждая из девушек имеет уникальные магические",https://animego-online.org/uploads/posts/2023-08/893778_1691665862.jpg
721,Импульс мира 1 сезон,2014,7.58,Закончен,"Сёнен, Школа, Мистика, Фантастика, Экшен",73 эп. из 73,25 мин.,Toei Animation,"В мире, охваченном неожиданными порталами к другим измерениям, появились загадочные существа, названные ""Неигнорируемыми"". Они начали атаковать Землю, и для её защиты было создано специальное военное подразделение Border. Организация использует технологию, названную ""Триггерами"", которая позволяет обычным людям приобретать сверхъестественные способности для борьбы с Неигнорируемыми. Один из новых рекрутов Border, Юма Кугами, и его товарищ Осами Миками, вступают в команду",https://animego-online.org/uploads/posts/2023-08/891397_1691665622.jpg
722,Чёрная пуля,2014,7.1,Закончен,"Детектив, Фантастика, Экшен",13 эп. из 13,24 мин.,"Kinema Citrus, Orange","Действие разворачивается в мире, пострадавшем от вируса, известного как ""Гастросилис"". Этот вирус превращает людей в жутких монстров, названных ""Гастреи"". Гастреи обладают невероятной силой, скоростью и умением адаптироваться к любым условиям. Человечество столкнулось с угрозой вымирания, и для защиты от Гастреев были созданы ""Варвары"" - девочки, обладающие особыми способностями, и их партнеры ""Партнеры"", которые помогают им в борьбе с угрозой. Главный",https://animego-online.org/uploads/posts/2023-08/822811_1691665441.jpg
723,Нодзаки и его сёдзё-манга,2014,7.84,Закончен,"Комедия, Романтика, Школа",12 эп. из 12,25 мин.,Doga Kobo,"Сюжет сосредотачивается на неудачных попытках старшеклассницы по имени Сакура Чио-чан понять и признаться своему однокласснику, Умэ Нодзаки, в своих чувствах. Однако всё меняется, когда она случайно раскрывает, что Нодзаки является популярным автором манги ""Сёдзё"". Чтобы уберечь свою тайну, Нодзаки предлагает Чио-чан работать в качестве ассистента над его мангой. Она соглашается, и теперь они начинают проводить много времени вместе, работая над различными аспектами манги, и в этот",https://animego-online.org/uploads/posts/2023-08/842976_1691662322.jpg
724,Танец клинков заклинателей,2014,6.7,Закончен,"Комедия, Романтика, Школа, Гарем, Магия, Фэнтези, Экшен, Этти",12 эп. из 12,25 мин.,TNK,"История следует за Камитсу Казеха, молодым магом, который случайно становится первым мужчиной в Сиклетовой Школе, ранее известной как Школа Духов. Эта школа обучает девушек, называемых Элементалерами, как призывать и контролировать духов элементов, чтобы сражаться в соревнованиях под названием ""Танец клинков"". В соревнованиях Элементалеры борются друг с другом за право стать Всеправителем, обладателем могущественной духовной силы. Казеха скрывает свой пол, чтобы избежать конфликтов,",https://animego-online.org/uploads/posts/2023-08/843903_1691661842.jpg
725,Баракамон,2014,8.38,Закончен,"Комедия, Повседневность",12 эп. из 12,25 мин.,Kinema Citrus,"Сюжет сериала центрируется вокруг Ханды Сэйи, молодого и талантливого каллиграфа, который живет и работает в шумном Токио. Однако после того, как он случайно разрушает картину, которую он недавно завершил, из-за вспышки гнева, он отправляется в добровольное изгнание на остров Гото. Остров - это живописное и спокойное место, на котором Сэйи надеется найти вдохновение и отточить свои навыки каллиграфии. Однако его планы сразу же нарушаются, когда он сталкивается с населением острова, включая",https://animego-online.org/uploads/posts/2023-08/840993_1691661727.jpg
726,Моя сестренка последнее время сама не своя,2014,6.2,Закончен,"Сёнен, Комедия, Романтика, Мистика, Фэнтези, Этти",12 эп. из 12,25 мин.,Project No.9,"История следует за Коотой Мицуки, обычной школьницей, которая внезапно оказывается втянутой в странный и неловкий случай. После одной семейной трагедии душа её старшей сестры Юя переселяется в её тело. Необычное в том, что Юя погибла, и её дух оказался привязанным к Мицуки. Кроме того, Юя приносит с собой сверхъестественные способности и потребности, которые влияют на жизнь Мицуки. Сначала Мицуки путает эти новые ощущения и потребности, но вскоре понимает, что она не может игнорировать влияние",https://animego-online.org/uploads/posts/2023-08/838854_1691661302.jpg
727,Невинный рай,2014,5.87,Закончен,"Комедия, Романтика, Школа, Фэнтези, Этти",3 эп. из 3,26 мин.,"Seven, Office No. 8","Это манга и аниме, которые сочетают элементы комедии и эччи. Сюжет сосредоточен на школьнике по имени Сёта, который неожиданно переносится в прошлое и оказывается в своем детстве, когда он был еще младенцем. В прошлом он сталкивается с разными комическими ситуациями и забавными моментами, так как он остается взрослым в теле ребенка. Он пытается избегать ""зловещих"" ситуаций, связанных с его будущим ""я"", и в то же время строит отношения с девочками своего детства, которые",https://animego-online.org/uploads/posts/2023-08/4531066_1691661002.jpg
728,Чудачество любви не помеха 2 сезон,2012,7.55,Закончен,"Комедия, Романтика, Школа",12 эп. из 12,25 мин.,Kyoto Animation,"В этом сезоне Юта и Рикка продолжают сближаться, но появляются новые вызовы и сомнения в их отношениях. Рикка начинает заботиться о том, каким образом они будут видеть друг друга в будущем, и это вызывает конфликты между ними. Кроме того, другие персонажи также находят себе партнёров и решают свои собственные чувства и проблемы. Сюжет углубляет отношения персонажей и исследует, как они меняются и развиваются со временем. Этот сезон также сохраняет юмор и драматический баланс, который делает",https://animego-online.org/uploads/posts/2023-08/709438_1691660822.jpg
729,Волчица и Чёрный принц,2014,7.04,Закончен,"Сёдзё, Комедия, Романтика, Школа",12 эп. из 12,25 мин.,TYO Animations,"История рассказывает о Эрики Шинохаре, девушке, которая придумывает ложную историю о своей романтической жизни перед своими друзьями. Она утверждает, что встречается с парнем по имени Кёя Сата, который является идеальным парнем. Однако, в реальности она даже не знакома с ним. Когда её друзья становятся настойчивее в своих запросах увидеть её ""парня"", Эрика вынуждена быстро найти кого-то, кто представится Кёей. Случайно оказавшись в магазине, Эрика видит парня, который выглядит",https://animego-online.org/uploads/posts/2023-08/846936_1691660402.jpg
730,Посредственность из школы магов 1 сезон,2014,7.4,Закончен,"Романтика, Школа, Магия, Мистика, Фантастика, Фэнтези, Экшен",26 эп. из 26,25 мин.,Madhouse,"В рассвете 21 века магия, долгое время считавшаяся лишь фольклором и сказками, стала систематизированным технологическим достижением и обучается как технический навык. В Первой Магической Школе учеников разделяют на две группы в зависимости от результатов вступительных экзаменов: ""Цветы"", те, кто получил высокие оценки, направляются в Первый Курс, тогда как ""Сорняки"" становятся резервными студентами во Втором Курсе. Сериал следует за братьями и сестрами, Тацуей и Миюки Шиба,",https://animego-online.org/uploads/posts/2023-08/840101_1691660222.jpg
731,Фейри Тейл 2 сезон,2014,7.65,Закончен,"Сёнен, Магия, Приключения, Фэнтези, Экшен",90 эп. из 102,25 мин.,"A-1 Pictures, Bridge","Гильдия Фейри Тейл продолжает свои приключения, сталкиваясь с новыми вызовами и врагами. Серия обогащает мир Эрзе ещё большими магическими сражениями, раскрывает дополнительные аспекты характеров персонажей и раскрывает более глубокие моменты взаимоотношений между ними. Продолжение также вводит новых персонажей, раскрывает секреты истории и разрабатывает дополнительные сюжетные линии, которые углубляются в прошлое гильдии и мира магии. В этой части аниме персонажи сталкиваются с более сложными",https://animego-online.org/uploads/posts/2023-08/480158_1691658362.jpg
732,Брунгильда во тьме,2014,6.86,Закончен,"Детектив, Драма, Приключения, Фантастика",13 эп. из 13,23 мин.,Arms,"Аниме сочетает в себе элементы научной фантастики, драмы и триллера, рассказывая о группе подростков и их встрече с тайным миром, связанным с экстрасенсорными способностями и опасными экспериментами. Сюжет фокусируется на Рюто Мурата, который в детстве потерял свою подругу Куронэко, пока они искали инопланетный объект, наблюдавшийся на небе. В настоящее время он стал студентом и исследователем в университете, пытаясь найти доказательства существования инопланетной жизни. Однажды Рюто встречает",https://animego-online.org/uploads/posts/2023-08/838855_1691657882.jpg
733,Нет игры - нет жизни,2014,8.08,Закончен,"Комедия, Приключения, Фэнтези, Этти",12 эп. из 12,23 мин.,Madhouse,"Главные герои - Сора и Сиро - являются не только крайне умными, но и абсолютно беспроигрышными в любых видах игр. Они живут в реальном мире, где они чувствуют себя некомфортно и отрешенно, но всё меняется, когда они попадают в фантастический мир по имени Дисборд. Дисборд - это мир, где все конфликты и споры разрешаются через разнообразные игры, будь то шахматы, карточные игры или даже политические дебаты. Сора и Сиро решают завоевать этот мир, побеждая в разных соревнованиях, чтобы добраться до",https://animego-online.org/uploads/posts/2023-08/838853_1691657762.jpg
734,Друзья на неделю,2014,7.53,Закончен,"Сёнен, Комедия, Школа, Драма, Повседневность",12 эп. из 12,25 мин.,Brain's Base,"Аниме рассказывает о невероятно трогательной истории о двух подростках и их стремлении к дружбе и пониманию, несмотря на препятствия. Сюжет сосредотачивается на Юки Хаси и Каори Фудзимия, двух старшеклассниках. Каори имеет странную форму амнезии, которая заставляет её забывать всех своих друзей и знакомых каждую неделю. Это делает её очень одинокой и изолированной. Юки узнаёт о её состоянии и решает стать её другом, даже если это означает вновь и вновь завоевывать её доверие. Хотя Каори",https://animego-online.org/uploads/posts/2023-08/839107_1691657642.jpg
735,История цветов,2014,7.93,Закончен,"Комедия, Детектив, Мистика, Фэнтези",5 эп. из 5,25 мин.,Shaft,"Это часть серии аниме и ранобэ Цикл историй автора Нисио Исин. Сюжет сосредотачивается вокруг главной героини, Суруга Кандзи, которая решает расследовать таинственное явление, связанное с девушкой по имени Хитаги Сэндзёгахара, персонажем из предыдущих частей серии. Суруга исследует появление ""Тайм-Годзила"" - странного монстра, который может воздействовать на воспоминания людей. Сюжет также касается темы собственной идентичности, прошлого и принятия себя. Суруга, как и многие другие",https://animego-online.org/uploads/posts/2023-08/840760_1691657222.jpg
736,Притворная любовь 1 сезон,2014,7.57,Закончен,"Сёнен, Комедия, Романтика, Школа, Гарем",20 эп. из 20,24 мин.,Shaft,"Это японская манга, а также аниме-сериал, созданные Надзи Коми. Сюжет сосредотачивается на Раку Ичиджо, сыне лидера якудза, и Читоге Кирисаки, дочери лидера мафии. Их семьи договариваются о заключении мира, вынуждая их фальсифицировать романтические отношения, чтобы предотвратить войну между двумя кланами. Раку и Читоге притворяются влюбленными, но у них есть тайна, которую они не могут себе позволить разгласить: каждый из них имеет под ключом к панде, которая открывает ящик, где хранится",https://animego-online.org/uploads/posts/2023-08/791160_1691657042.jpg
737,Твоя апрельская ложь,2014,8.65,Закончен,"Сёнен, Романтика, Школа, Драма, Музыка",22 эп. из 22,25 мин.,A-1 Pictures,"Основной герой, Коусэй Арима, был известным исключительным пианистом с детства, но после трагической потери своей матери в юном возрасте он стал страдать от психологического расстройства, называемого ""посттравматический стрессовый синдром"". Это лишило его способности слышать звуки пианино, как исчезли его цветные ощущения мира вокруг. Во время старшей школы Коусэй стал вести уединенную жизнь, избегая музыки и друзей. Однако его рутинное существование начинает меняться, когда он",https://animego-online.org/uploads/posts/2023-08/846825_1691656802.jpg
738,Бездомный бог 1 сезон,2014,7.95,Закончен,"Сёнен, Комедия, Приключения, Фэнтези, Экшен",12 эп. из 12,24 мин.,Bones,"Главный герой, Ято, является богом от мелких дел и желаний. Он стремится создать себе имя и собрать больше веры, чтобы стать более могущественным богом. Однако в наше время веры к нему немного, и он вынужден торговать своими услугами за небольшие деньги. В ходе одной из его миссий он встречает девушку по имени Хиёри, которая спасает его от опасности. В результате этой встречи Хиёри становится его союзницей и дает ему прозвище Юкине. Ято и Юкине вместе решают проблемы духовного мира, борясь с",https://animego-online.org/uploads/posts/2023-08/818883_1691656441.jpg
739,Атака титанов OVA-2,2014,8.41,Закончен,"Фантастика, Фэнтези, Экшен",2 эп. из 2,25 мин.,Wit Studio,"Сюжет OVA фокусируется на прошлом одного из важных персонажей - Леви Аккермана, известного как ""Леви"" и Эрвина Смита, командующего отряда исследователей. События происходят до основной сюжетной линии аниме, когда они были членами отряда, участвующими в опасных миссиях в мире, атакованном гигантами. Главный сюжет сосредотачивается на Леви, его прошлом, и том, как он присоединился к отряду исследователей. Эта история также раскрывает начало дружбы между Леви и Эрвином, их мотивации и",https://animego-online.org/uploads/posts/2023-08/1162606_1691656322.jpg
740,Психопаспорт 2 сезон,2012,7.4,Закончен,"Полиция, Психология, Фантастика, Экшен, Триллер",11 эп. из 11,25 мин.,Tatsunoko Production,"История разворачивается в том же научно-фантастическом будущем, где уровень психологической устойчивости и склонности к преступности людей измеряется системой Sibyl System. Главная героиня, Инспектор Акане Цунемори, вновь возвращается, чтобы столкнуться с новой серией запутанных преступлений, связанных с аномалиями в психологических профилях. События разворачиваются после нескольких лет после событий первого сезона. Система Sibyl System, по-прежнему контролирующая общество, находится под",https://animego-online.org/uploads/posts/2023-08/1691906754_13.jpg
